stamp_sec,receive_sec,x,y,z,qx,qy,qz,qw,yaw_rad
2.698,1790081557.39,-2.04757562419e-06,-1.51515649288e-06,0.0249921563308,2.03318910631e-08,-3.91911958404e-05,3.05369229608e-06,0.999999999227,6.10738301257e-06
2.718,1790081557.41,1.16075132123e-06,-1.52458635254e-06,0.0249952028415,-2.60322667688e-08,2.49890949656e-05,3.07634261525e-06,0.999999999683,6.15268393523e-06
2.738,1790081557.43,-8.9431799781e-08,-1.53953727341e-06,0.0250000000663,2.70489206302e-10,-1.25595011718e-10,3.10471105404e-06,0.999999999995,6.20942210808e-06
2.758,1790081557.45,-2.04984486555e-06,-1.55405356829e-06,0.0249921563308,2.03346858808e-08,-3.91911958538e-05,3.13205157023e-06,0.999999999227,6.26410156103e-06
2.778,1790081557.47,1.15848207583e-06,-1.5634828143e-06,0.0249952028415,-2.60338628135e-08,2.49890949472e-05,3.15470158744e-06,0.999999999683,6.30940187968e-06
2.798,1790081557.49,-9.17010484056e-08,-1.57843374388e-06,0.0250000000663,2.70489226655e-10,-1.25595023258e-10,3.18306965634e-06,0.999999999995,6.36613931269e-06
2.818,1790081557.51,-2.052114119e-06,-1.59295016422e-06,0.0249921563308,2.03374806615e-08,-3.91911958672e-05,3.21040981124e-06,0.999999999227,6.42081804317e-06
2.838,1790081557.53,1.15621281834e-06,-1.60237879657e-06,0.0249952028415,-2.6035458841e-08,2.49890949288e-05,3.2330595265e-06,0.999999999683,6.46611775785e-06
2.858,1790081557.55,-9.3970309111e-08,-1.61732973486e-06,0.0250000000663,2.70489246989e-10,-1.25595034805e-10,3.26142722554e-06,0.999999999995,6.52285445109e-06
2.878,1790081557.57,-2.05438338451e-06,-1.63184628068e-06,0.0249921563307,2.03402754059e-08,-3.91911958806e-05,3.28876701913e-06,0.999999999227,6.5775324591e-06
2.898,1790081557.59,1.15394354878e-06,-1.64127429938e-06,0.0249952028415,-2.60370548434e-08,2.49890949104e-05,3.31141643244e-06,0.999999999682,6.62283156982e-06
2.918,1790081557.61,-9.62395818911e-08,-1.65622524639e-06,0.0250000000663,2.70489267376e-10,-1.2559504648e-10,3.33978376161e-06,0.999999999994,6.67956752323e-06
2.938,1790081557.63,-2.05665266211e-06,-1.67074191768e-06,0.0249921563307,2.03430701128e-08,-3.9191195894e-05,3.36712319391e-06,0.999999999226,6.73424480881e-06
2.958,1790081557.65,1.15167426714e-06,-1.68016932274e-06,0.0249952028415,-2.60386508284e-08,2.49890948919e-05,3.38977230528e-06,0.999999999682,6.77954331556e-06
2.978,1790081557.67,-9.85088667488e-08,-1.69512027846e-06,0.0250000000663,2.70489287719e-10,-1.25595057973e-10,3.41813926458e-06,0.999999999994,6.83627852918e-06
2.998,1790081557.69,-2.05892195179e-06,-1.70963707522e-06,0.0249921563307,2.03458647838e-08,-3.91911959074e-05,3.44547833561e-06,0.999999999226,6.89095509235e-06
3.018,1790081557.71,1.14940497342e-06,-1.71906386665e-06,0.0249952028415,-2.60402467887e-08,2.49890948735e-05,3.46812714503e-06,0.999999999682,6.93625299512e-06
3.038,1790081557.73,-1.00778163681e-07,-1.73401483108e-06,0.0250000000663,2.70489308085e-10,-1.25595069614e-10,3.49649373448e-06,0.999999999994,6.99298746898e-06
3.058,1790081557.75,-2.06119125354e-06,-1.7485317533e-06,0.0249921563307,2.03486594171e-08,-3.91911959208e-05,3.52383244422e-06,0.999999999226,7.04766330973e-06
3.078,1790081557.77,1.14713566763e-06,-1.75795793111e-06,0.0249952028415,-2.60418427304e-08,2.49890948551e-05,3.54648095172e-06,0.999999999681,7.09296060858e-06
3.098,1790081557.79,-1.03047472689e-07,-1.77290890425e-06,0.0250000000663,2.70489328431e-10,-1.25595081114e-10,3.57484717132e-06,0.999999999994,7.14969434265e-06
3.118,1790081557.81,-2.06346056736e-06,-1.78742595194e-06,0.0249921563307,2.03514540139e-08,-3.91911959342e-05,3.60218551976e-06,0.999999999226,7.20436946095e-06
3.138,1790081557.83,1.14486634977e-06,-1.79685151613e-06,0.0249952028415,-2.6043438653e-08,2.49890948367e-05,3.62483372532e-06,0.999999999681,7.24966615585e-06
3.158,1790081557.85,-1.05316793772e-07,-1.81180249799e-06,0.0250000000663,2.70489348775e-10,-1.25595092762e-10,3.65319957507e-06,0.999999999993,7.30639915016e-06
3.178,1790081557.87,-2.06572989325e-06,-1.82631967114e-06,0.0249921563307,2.03542485739e-08,-3.91911959476e-05,3.68053756227e-06,0.999999999225,7.3610735461e-06
3.198,1790081557.89,1.14259701983e-06,-1.83574462172e-06,0.0249952028415,-2.60450345488e-08,2.49890948182e-05,3.70318546588e-06,0.999999999681,7.40636963704e-06
3.218,1790081557.91,-1.07586126927e-07,-1.8506956123e-06,0.0250000000663,2.70489369115e-10,-1.25595104316e-10,3.7315509458e-06,0.999999999993,7.46310189162e-06
3.238,1790081557.93,-2.06799923123e-06,-1.8652129109e-06,0.0249921563307,2.03570430972e-08,-3.9191195961e-05,3.75888857171e-06,0.999999999225,7.51777556513e-06
3.258,1790081557.95,1.14032767782e-06,-1.87463724789e-06,0.0249952028415,-2.60466304276e-08,2.49890947998e-05,3.78153617343e-06,0.999999999681,7.5630710522e-06
3.278,1790081557.97,-1.09855472158e-07,-1.88958824718e-06,0.0250000000663,2.70489389469e-10,-1.25595115923e-10,3.8099012835e-06,0.999999999993,7.61980256702e-06
3.298,1790081557.99,-2.07026858127e-06,-1.90410567124e-06,0.0249921563307,2.03598375831e-08,-3.91911959744e-05,3.83723854817e-06,0.999999999225,7.67447551819e-06
3.318,1790081558.01,1.13805832373e-06,-1.91352939464e-06,0.0249952028415,-2.60482262833e-08,2.49890947814e-05,3.85988584797e-06,0.99999999968,7.71977040134e-06
3.338,1790081558.03,-1.12124829463e-07,-1.92848040264e-06,0.0250000000663,2.70489409821e-10,-1.25595127612e-10,3.8882505882e-06,0.999999999992,7.77650117642e-06
3.358,1790081558.05,-2.07253794339e-06,-1.94299795216e-06,0.0249921563307,2.03626320325e-08,-3.91911959878e-05,3.91558749161e-06,0.999999999224,7.83117340521e-06
3.378,1790081558.07,1.13578895757e-06,-1.95242106198e-06,0.0249952028415,-2.60498221193e-08,2.4989094763e-05,3.93823448948e-06,0.99999999968,7.87646768443e-06
